Time,R_PositionX,R_PositionY,R_PositionZ,R_RotationX,R_RotationY,R_RotationZ,R_RotationW,R_CurlIndex,R_CurlMiddle,R_CurlRing,R_CurlPinky,R_CurlThumb,L_PositionX,L_PositionY,L_PositionZ,L_RotationX,L_RotationY,L_RotationZ,L_RotationW,L_CurlIndex,L_CurlMiddle,L_CurlRing,L_CurlPinky,L_CurlThumb
0.7099671,0.1145915,1.33292,0.6385853,-0.6137484,-0.03769602,-0.06486897,0.7859287,5.960464E-08,0,0.1220576,0.08061239,0.8183812,0,0,0,0,0,0,0,0,0,0,0,0
0.7344389,0.1148122,1.33132,0.639239,-0.612479,-0.03624337,-0.06315637,0.7871259,5.960464E-08,0,0.1220576,0.08061239,0.8183812,0,0,0,0,0,0,0,0,0,0,0,0
0.7627635,0.1148398,1.329733,0.6399282,-0.6119801,-0.03544057,-0.06106335,0.7877155,5.960464E-08,0,0.1220576,0.08061239,0.8183812,0,0,0,0,0,0,0,0,0,0,0,0
0.8066806,0.1143324,1.328766,0.6398922,-0.6116829,-0.03629345,-0.05653336,0.7882454,5.960464E-08,0,0.1220576,0.08061239,0.8183812,0,0,0,0,0,0,0,0,0,0,0,0
0.8342398,0.1135429,1.327481,0.6399713,-0.6119189,-0.03854635,-0.05090233,0.788339,5.960464E-08,0,0.1220576,0.08061239,0.8183812,0,0,0,0,0,0,0,0,0,0,0,0
0.85494,0.1128267,1.326486,0.6397682,-0.6111054,-0.04320229,-0.0498088,0.7887985,5.960464E-08,0,0.1220576,0.08061239,0.8183812,0,0,0,0,0,0,0,0,0,0,0,0
0.88636,0.1119039,1.325043,0.6396123,-0.6099869,-0.053501,-0.04779867,0.7891571,5.960464E-08,0,0.1220576,0.08061239,0.8007175,0,0,0,0,0,0,0,0,0,0,0,0
0.9033956,0.1115921,1.324215,0.6397461,-0.6112558,-0.06215843,-0.04008435,0.7879695,5.960464E-08,0,0.1220576,0.07252383,0.7847845,0,0,0,0,0,0,0,0,0,0,0,0
0.9248671,0.1107731,1.323534,0.639469,-0.6109753,-0.06853938,-0.03400447,0.7879437,5.960464E-08,0,0.1220576,0.06732342,0.7745482,0,0,0,0,0,0,0,0,0,0,0,0
0.9487297,0.1107462,1.323184,0.6397973,-0.6091877,-0.0758751,-0.02942281,0.7888394,5.960464E-08,0,0.1220576,0.06398495,0.768022,0,0,0,0,0,0,0,0,0,0,0,0
0.9742384,0.1111092,1.322947,0.6397683,-0.6094598,-0.08347709,-0.02642731,0.787967,5.960464E-08,0,0.1198199,0.06184414,0.7589088,0,0,0,0,0,0,0,0,0,0,0,0
1.014761,0.1114313,1.323047,0.6397172,-0.6107609,-0.08804255,-0.02335861,0.7865584,5.960464E-08,0,0.1146667,0.05286464,0.72044,0,0,0,0,0,0,0,0,0,0,0,0
1.038695,0.1116777,1.323563,0.6401579,-0.6110802,-0.0934806,-0.01899243,0.7858001,5.960464E-08,0,0.1133786,0.05061252,0.710895,0,0,0,0,0,0,0,0,0,0,0,0
0,0.1143769,1.337951,0.6428457,-0.6293974,-0.0900409,-0.01733914,0.7716547,5.960464E-08,0,0.1110898,0.04660599,0.6049716,0,0,0,0,0,0,0,0,0,0,0,0
0.0505867,0.1156511,1.340007,0.6420221,-0.63873,-0.06952743,-0.0208542,0.7659994,5.960464E-08,0,0.1110866,0.04660039,0.6054879,0,0,0,0,0,0,0,0,0,0,0,0
0.06786621,0.1163344,1.340477,0.6417724,-0.6418322,-0.05649904,-0.02670272,0.7642946,5.960464E-08,0,0.1110865,0.04660021,0.6055102,0,0,0,0,0,0,0,0,0,0,0,0
0.08293962,0.1171002,1.341004,0.6418617,-0.6419342,-0.05308996,-0.02865995,0.7643824,5.960464E-08,0,0.1110863,0.04660014,0.6055246,0,0,0,0,0,0,0,0,0,0,0,0
0.09943151,0.1175853,1.341183,0.6419338,-0.6422266,-0.05005553,-0.03028697,0.7642789,5.960464E-08,0,0.1110863,0.04660003,0.6055298,0,0,0,0,0,0,0,0,0,0,0,0
0.1202444,0.1181262,1.341284,0.6422011,-0.642653,-0.04694647,-0.03195306,0.7640498,5.960464E-08,0,0.1110863,0.04660003,0.6055371,0,0,0,0,0,0,0,0,0,0,0,0
0.1416799,0.1185456,1.341435,0.6425189,-0.6426092,-0.04424173,-0.0333106,0.7641901,5.960464E-08,0,0.1110863,0.0465999,0.6055418,0,0,0,0,0,0,0,0,0,0,0,0
0.1748451,0.118981,1.3416,0.6428439,-0.6424916,-0.04190925,-0.03380775,0.7643986,5.960464E-08,0,0.1110863,0.0465999,0.6055447,0,0,0,0,0,0,0,0,0,0,0,0
0.2026477,0.1193204,1.342065,0.6428356,-0.6426635,-0.03950908,-0.03435694,0.7643574,5.960464E-08,0,0.1110862,0.04659984,0.6055474,0,0,0,0,0,0,0,0,0,0,0,0
0.2353586,0.1199438,1.342016,0.6432641,-0.6426858,-0.03834985,-0.034729,0.7643809,5.960464E-08,0,0.1110862,0.04659984,0.605549,0,0,0,0,0,0,0,0,0,0,0,0
0.2623209,0.1207994,1.342319,0.6435438,-0.6429156,-0.03700463,-0.03468366,0.7642561,5.960464E-08,0,0.1110862,0.04659984,0.6055493,0,0,0,0,0,0,0,0,0,0,0,0
0.2795191,0.1214921,1.342757,0.6435914,-0.6423804,-0.03570087,-0.03452416,0.7647752,5.960464E-08,0,0.1110862,0.04659984,0.6055497,0,0,0,0,0,0,0,0,0,0,0,0
0.2966441,0.122136,1.343099,0.643621,-0.6421629,-0.03495093,-0.03459827,0.764989,5.960464E-08,0,0.1110862,0.04659984,0.6055497,0,0,0,0,0,0,0,0,0,0,0,0
0.3134612,0.1227072,1.342821,0.644144,-0.6421041,-0.03433438,-0.03486913,0.765054,5.960464E-08,0,0.1110862,0.04659984,0.6055499,0,0,0,0,0,0,0,0,0,0,0,0
0.3341309,0.1230886,1.342916,0.6442232,-0.6419389,-0.03371152,-0.03487047,0.7652202,5.960464E-08,0,0.1110862,0.04659984,0.6055499,0,0,0,0,0,0,0,0,0,0,0,0
0.3569305,0.1231553,1.34319,0.6439254,-0.6419557,-0.03277821,-0.03474128,0.7652525,5.960464E-08,0,0.1110862,0.04659984,0.6055499,0,0,0,0,0,0,0,0,0,0,0,0
0.3831913,0.1232564,1.343649,0.6435303,-0.6417621,-0.03206542,-0.034856,0.7654399,5.960464E-08,0,0.1110862,0.04659984,0.6117547,0,0,0,0,0,0,0,0,0,0,0,0
0.402928,0.1234561,1.34392,0.6433429,-0.6418254,-0.03136322,-0.03536633,0.7653925,5.960464E-08,0,0.1110862,0.04659984,0.6130603,0,0,0,0,0,0,0,0,0,0,0,0
0.4338206,0.1236537,1.344156,0.643406,-0.6416528,-0.03117887,-0.03559391,0.7655343,5.960464E-08,0,0.1110862,0.04659984,0.6155652,0,0,0,0,0,0,0,0,0,0,0,0
0.4571493,0.1235561,1.344383,0.6431848,-0.641368,-0.03051788,-0.03558444,0.7657999,5.960464E-08,0,0.1110862,0.04659984,0.6168363,0,0,0,0,0,0,0,0,0,0,0,0
0.5196271,0.1238728,1.3439,0.644005,-0.6411002,-0.0296961,-0.03587196,0.766043,5.960464E-08,0,0.1110862,0.04659984,0.617821,0,0,0,0,0,0,0,0,0,0,0,0
0.5332439,0.12367,1.344071,0.6436813,-0.6407217,-0.02920869,-0.03593354,0.7663755,5.960464E-08,0,0.1110862,0.04659984,0.617891,0,0,0,0,0,0,0,0,0,0,0,0
0.6107857,0.1237952,1.342856,0.6446005,-0.6400758,-0.02859997,-0.03645628,0.7669133,5.960464E-08,0,0.1110862,0.04659984,0.6181124,0,0,0,0,0,0,0,0,0,0,0,0
0.6498115,0.1238803,1.34271,0.6446756,-0.6398959,-0.02845378,-0.03651341,0.7670661,5.960464E-08,0,0.1110862,0.04659984,0.6181471,0,0,0,0,0,0,0,0,0,0,0,0
0.6674271,0.1238855,1.341306,0.6452539,-0.6387382,-0.02700708,-0.03706116,0.7680565,5.960464E-08,0,0.1110862,0.04659984,0.6181557,0,0,0,0,0,0,0,0,0,0,0,0
0.6891599,0.1238744,1.340708,0.6455712,-0.6380464,-0.02661959,-0.0375696,0.76862,5.960464E-08,0,0.1110862,0.04659984,0.6181589,0,0,0,0,0,0,0,0,0,0,0,0
0.7031026,0.1239171,1.340474,0.6457263,-0.6378945,-0.02638018,-0.03805188,0.7687306,5.960464E-08,0,0.1110862,0.04659984,0.6181632,0,0,0,0,0,0,0,0,0,0,0,0
0.712841,0.1238244,1.34048,0.6456305,-0.6378351,-0.02644506,-0.03833397,0.7687637,5.960464E-08,0,0.1110862,0.04659984,0.6181648,0,0,0,0,0,0,0,0,0,0,0,0
0.7234004,0.1236667,1.340513,0.6452563,-0.6378806,-0.02648222,-0.03863983,0.7687094,5.960464E-08,0,0.1110862,0.04659984,0.618166,0,0,0,0,0,0,0,0,0,0,0,0
0.738553,0.1235912,1.340477,0.6452624,-0.6377813,-0.0264514,-0.03875333,0.7687871,5.960464E-08,0,0.1110862,0.04659984,0.618167,0,0,0,0,0,0,0,0,0,0,0,0
0.7622821,0.1234713,1.340587,0.645025,-0.6376399,-0.02645492,-0.03879552,0.7689021,5.960464E-08,0,0.1110862,0.04659984,0.6181691,0,0,0,0,0,0,0,0,0,0,0,0
0.77508,0.1234375,1.340516,0.6452125,-0.6375826,-0.02631245,-0.03871563,0.7689585,5.960464E-08,0,0.1110862,0.04659984,0.623153,0,0,0,0,0,0,0,0,0,0,0,0
0.7878885,0.1234025,1.340257,0.6454489,-0.63759,-0.0261774,-0.03874752,0.7689554,5.960464E-08,0,0.1110862,0.04659984,0.6271529,0,0,0,0,0,0,0,0,0,0,0,0
0.7989562,0.1233569,1.340214,0.6454583,-0.6376501,-0.02611221,-0.03882296,0.768904,5.960464E-08,0,0.1110862,0.04659984,0.630361,0,0,0,0,0,0,0,0,0,0,0,0
0.8327785,0.12335,1.340184,0.6454121,-0.6376601,-0.02616601,-0.03901312,0.7688843,5.960464E-08,0,0.1110862,0.04659984,0.6366441,0,0,0,0,0,0,0,0,0,0,0,0
0.8533354,0.1233732,1.340112,0.6455832,-0.6376508,-0.02573325,-0.0394203,0.7688858,5.960464E-08,0,0.1110862,0.04659984,0.6339849,0,0,0,0,0,0,0,0,0,0,0,0
0.8706279,0.1231793,1.34017,0.6454198,-0.6376354,-0.02550554,-0.03943977,0.7689052,5.960464E-08,0,0.1110862,0.04659984,0.6373193,0,0,0,0,0,0,0,0,0,0,0,0
0.8885174,0.1231101,1.340131,0.6453401,-0.6376556,-0.02536582,-0.03938249,0.768896,5.960464E-08,0,0.1110862,0.04659984,0.6385066,0,0,0,0,0,0,0,0,0,0,0,0
0.9033661,0.1230845,1.340073,0.6450841,-0.6377231,-0.02535833,-0.03951045,0.7688336,5.960464E-08,0,0.1110862,0.04659984,0.6402183,0,0,0,0,0,0,0,0,0,0,0,0
0.9165306,0.1230447,1.340002,0.6449645,-0.6376897,-0.02531598,-0.03956397,0.76886,5.960464E-08,0,0.1110862,0.04659984,0.6408274,0,0,0,0,0,0,0,0,0,0,0,0
0.9316092,0.1231183,1.33981,0.6447686,-0.637705,-0.02510467,-0.03968599,0.7688479,5.960464E-08,0,0.1110862,0.04659984,0.6417048,0,0,0,0,0,0,0,0,0,0,0,0
0.9512064,0.1231194,1.339516,0.6447066,-0.6377717,-0.02493531,-0.03980012,0.7687922,5.960464E-08,0,0.1110862,0.04659984,0.642017,0,0,0,0,0,0,0,0,0,0,0,0
0.9655182,0.1230129,1.339448,0.6444213,-0.6377733,-0.02500029,-0.03969782,0.7687941,5.960464E-08,0,0.1110862,0.04659984,0.6384237,0,0,0,0,0,0,0,0,0,0,0,0
0.9797711,0.122895,1.339539,0.6439633,-0.637675,-0.02523071,-0.03966764,0.7688696,5.960464E-08,0,0.1110862,0.04659984,0.639391,0,0,0,0,0,0,0,0,0,0,0,0
0.9946525,0.1228956,1.339429,0.6437998,-0.6376058,-0.02539979,-0.03969271,0.7689201,5.960464E-08,0,0.1110862,0.04659984,0.6401653,0,0,0,0,0,0,0,0,0,0,0,0
1.011286,0.1229927,1.339377,0.643796,-0.63751,-0.02542786,-0.03951252,0.7690079,5.960464E-08,0,0.1110862,0.04659984,0.6412808,0,0,0,0,0,0,0,0,0,0,0,0
1.03188,0.1228712,1.339414,0.6433554,-0.6373667,-0.02532025,-0.03921584,0.7691454,5.960464E-08,0,0.1110862,0.04659984,0.6419951,0,0,0,0,0,0,0,0,0,0,0,0
1.050085,0.1228861,1.339393,0.6430375,-0.6371329,-0.0252169,-0.03889391,0.7693588,5.960464E-08,0,0.1110862,0.04659984,0.6422493,0,0,0,0,0,0,0,0,0,0,0,0
1.070315,0.1230793,1.339203,0.642877,-0.6370009,-0.02529081,-0.03861389,0.7694798,5.960464E-08,0,0.1110862,0.04659984,0.6427456,0,0,0,0,0,0,0,0,0,0,0,0
1.096183,0.1231943,1.338969,0.6426337,-0.6370141,-0.02494562,-0.03814366,0.7695037,5.960464E-08,0,0.1110862,0.04659984,0.642933,0,0,0,0,0,0,0,0,0,0,0,0
1.118005,0.1232955,1.338942,0.6420794,-0.6368512,-0.02462252,-0.03827406,0.7696424,5.960464E-08,0,0.1110862,0.04659984,0.6430529,0,0,0,0,0,0,0,0,0,0,0,0
1.133503,0.1234794,1.338873,0.6416388,-0.636612,-0.02433566,-0.03848885,0.7698386,5.960464E-08,0,0.1110862,0.04659984,0.6431296,0,0,0,0,0,0,0,0,0,0,0,0
1.1537,0.1234261,1.339017,0.641153,-0.6365286,-0.02414972,-0.03830742,0.7699226,5.960464E-08,0,0.1110862,0.04659984,0.6431569,0,0,0,0,0,0,0,0,0,0,0,0
1.171277,0.1235205,1.338883,0.6410787,-0.6366608,-0.02411777,-0.03790259,0.7698343,5.960464E-08,0,0.1110862,0.04659984,0.6431963,0,0,0,0,0,0,0,0,0,0,0,0
1.189927,0.1235893,1.338748,0.6409204,-0.6367368,-0.0242318,-0.03779945,0.7697729,5.960464E-08,0,0.1110862,0.04659984,0.6432214,0,0,0,0,0,0,0,0,0,0,0,0
1.205527,0.1236279,1.338699,0.6406667,-0.6367538,-0.02461852,-0.03759632,0.7697566,5.960464E-08,0,0.1110862,0.04659984,0.6432304,0,0,0,0,0,0,0,0,0,0,0,0
1.224797,0.1236779,1.338697,0.6406266,-0.6367424,-0.0250925,-0.03733356,0.7697634,5.960464E-08,0,0.1110862,0.04659984,0.6432431,0,0,0,0,0,0,0,0,0,0,0,0
1.241693,0.1236097,1.3387,0.6403786,-0.6366183,-0.0254091,-0.03697078,0.7698731,5.960464E-08,0,0.1110862,0.04659984,0.6432514,0,0,0,0,0,0,0,0,0,0,0,0
1.256914,0.1239231,1.338276,0.6407216,-0.6365087,-0.02553904,-0.0367001,0.7699724,5.960464E-08,0,0.1110862,0.04659984,0.6432544,0,0,0,0,0,0,0,0,0,0,0,0
1.273487,0.1238937,1.338248,0.6405345,-0.6362237,-0.02553466,-0.03647508,0.7702188,5.960464E-08,0,0.1110862,0.04659984,0.6432588,0,0,0,0,0,0,0,0,0,0,0,0
1.288654,0.1239734,1.338017,0.6404824,-0.6360213,-0.02532805,-0.03624461,0.7704037,5.960464E-08,0,0.1110862,0.04659984,0.6432602,0,0,0,0,0,0,0,0,0,0,0,0
1.305382,0.1240688,1.337813,0.6404592,-0.6358549,-0.02518334,-0.0361459,0.7705504,5.960464E-08,0,0.1110862,0.04659984,0.6432624,0,0,0,0,0,0,0,0,0,0,0,0
1.320638,0.1240806,1.337621,0.6402547,-0.6356525,-0.02512114,-0.03598974,0.7707266,5.960464E-08,0,0.1110862,0.04659984,0.6432632,0,0,0,0,0,0,0,0,0,0,0,0
1.338403,0.1241085,1.33736,0.6401265,-0.6353679,-0.02526325,-0.03581032,0.770965,5.960464E-08,0,0.1110862,0.04659984,0.6432641,0,0,0,0,0,0,0,0,0,0,0,0
1.356925,0.1240991,1.337071,0.6400893,-0.6350251,-0.02552408,-0.03559936,0.7712486,5.960464E-08,0,0.1110862,0.04659984,0.6432649,0,0,0,0,0,0,0,0,0,0,0,0
1.380864,0.1240172,1.336774,0.640011,-0.634556,-0.02586933,-0.03533957,0.771635,5.960464E-08,0,0.1110862,0.04659984,0.6432654,0,0,0,0,0,0,0,0,0,0,0,0
1.398635,0.12376,1.336262,0.6400133,-0.6338965,-0.02632293,-0.03493398,0.77218,5.960464E-08,0,0.1110862,0.04659984,0.6432657,0,0,0,0,0,0,0,0,0,0,0,0
1.415289,0.1234793,1.335497,0.6403777,-0.6332335,-0.02652833,-0.03451289,0.7727358,5.960464E-08,0,0.1110862,0.04659984,0.6432658,0,0,0,0,0,0,0,0,0,0,0,0
1.437604,0.1230796,1.335097,0.6405659,-0.6323854,-0.02664798,-0.03430611,0.7734351,5.960464E-08,0,0.1110862,0.04659984,0.6432658,0,0,0,0,0,0,0,0,0,0,0,0
1.456557,0.1224769,1.334689,0.6408737,-0.6317759,-0.02670893,-0.03457042,0.7739191,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.472111,0.1218119,1.334292,0.6409446,-0.6312088,-0.02661686,-0.03488484,0.7743708,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.498434,0.1209386,1.334166,0.6408841,-0.6309537,-0.02629595,-0.03505092,0.7745821,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.514438,0.1200491,1.334315,0.6405209,-0.6309102,-0.02652418,-0.03615853,0.7745588,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.530422,0.1184592,1.334458,0.6398969,-0.6311851,-0.02723632,-0.0373909,0.7742516,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.555653,0.1172925,1.334798,0.6393412,-0.6313523,-0.02818847,-0.03846474,0.7740285,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.574608,0.116269,1.334999,0.6389571,-0.6315053,-0.0292178,-0.03935485,0.7738208,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.592362,0.1146527,1.335362,0.638294,-0.6316658,-0.03039073,-0.04008714,0.773607,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.615494,0.1135794,1.335381,0.6377115,-0.6319862,-0.03192921,-0.04045784,0.7732639,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.631064,0.1127355,1.335536,0.6373214,-0.6323842,-0.0338159,-0.04054242,0.7728539,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.644854,0.1116993,1.335925,0.6365592,-0.6326854,-0.0351795,-0.04045158,0.7725511,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.68108,0.111549,1.336281,0.6361081,-0.6334597,-0.03651821,-0.03993193,0.7718813,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.706804,0.1116004,1.336606,0.6359065,-0.6338145,-0.03709271,-0.0399211,0.7715631,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.721781,0.1122165,1.337711,0.6349961,-0.6349912,-0.03677752,-0.03971987,0.7706205,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.738628,0.1131599,1.338655,0.6343759,-0.6355413,-0.0358517,-0.03949498,0.7702221,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.753786,0.1138316,1.33927,0.6340336,-0.6361527,-0.03450641,-0.03909377,0.7697992,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.768737,0.1146527,1.339987,0.6337101,-0.6365544,-0.03351692,-0.03882853,0.7695242,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.781758,0.1153015,1.340641,0.6333884,-0.6370473,-0.03241616,-0.0384445,0.7691827,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.795518,0.1159935,1.341164,0.6333534,-0.6374391,-0.03168718,-0.03818119,0.7689015,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.813621,0.1166224,1.34175,0.6331504,-0.6378791,-0.03107643,-0.0378158,0.7685795,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.834716,0.1170479,1.342533,0.6327054,-0.6384606,-0.03035111,-0.03723645,0.7681538,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.847336,0.1175619,1.343686,0.6320114,-0.6389295,-0.02987058,-0.03654085,0.7678162,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.860567,0.118249,1.344534,0.63174,-0.63941,-0.02950417,-0.03604858,0.7674536,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.874555,0.1186132,1.345075,0.6316807,-0.6397663,-0.02929408,-0.03562384,0.7671844,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.891191,0.118957,1.345597,0.6315499,-0.640126,-0.02918674,-0.0352194,0.7669071,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.908526,0.1189857,1.346312,0.6311471,-0.6405621,-0.02886208,-0.03470513,0.7665786,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.92582,0.1192737,1.346652,0.6311391,-0.6409372,-0.02851603,-0.03458136,0.7662836,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.943272,0.1193473,1.347089,0.6309649,-0.6413909,-0.02806091,-0.03432575,0.7659321,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.957069,0.1193809,1.347223,0.6311683,-0.6416278,-0.02798234,-0.03427482,0.7657389,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.970762,0.1193586,1.347442,0.6312062,-0.6418318,-0.02792117,-0.03425166,0.7655712,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
1.987046,0.1192618,1.347596,0.6310963,-0.6420109,-0.02797328,-0.03431392,0.7654163,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
2.006026,0.1189882,1.347674,0.6308908,-0.6423662,-0.02795503,-0.03442848,0.7651137,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
2.024768,0.1187578,1.347683,0.6307484,-0.6425959,-0.02799086,-0.0345959,0.7649118,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
2.040472,0.1183505,1.347601,0.630407,-0.6427746,-0.0280767,-0.03466797,0.7647553,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
2.057608,0.1180768,1.347446,0.6303663,-0.642705,-0.02835646,-0.03486096,0.7647948,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
2.0771,0.1178201,1.347147,0.6303816,-0.6425061,-0.02868341,-0.0351306,0.7649373,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
2.093308,0.117485,1.346774,0.6304011,-0.6421177,-0.02893549,-0.03518935,0.7652511,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
2.11105,0.1172124,1.346055,0.6306857,-0.6418093,-0.02905555,-0.03529352,0.7655004,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
2.129683,0.1169859,1.345512,0.631031,-0.6413897,-0.02917468,-0.03539355,0.765843,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
2.154158,0.1166632,1.345159,0.6309732,-0.6409379,-0.02920894,-0.03537413,0.7662207,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
2.173376,0.1164304,1.344641,0.6310933,-0.6403094,-0.02925527,-0.03551837,0.7667376,5.960464E-08,0,0.1110862,0.04659984,0.6432661,0,0,0,0,0,0,0,0,0,0,0,0
2.190327,0.1160005,1.34412,0.6311177,-0.639978,-0.02939101,-0.03554851,0.7670076,5.960464E-08,0,0.1110862,0.04659984,0.6382114,0,0,0,0,0,0,0,0,0,0,0,0
