Time,R_PositionX,R_PositionY,R_PositionZ,R_RotationX,R_RotationY,R_RotationZ,R_RotationW,R_CurlIndex,R_CurlMiddle,R_CurlRing,R_CurlPinky,R_CurlThumb,L_PositionX,L_PositionY,L_PositionZ,L_RotationX,L_RotationY,L_RotationZ,L_RotationW,L_CurlIndex,L_CurlMiddle,L_CurlRing,L_CurlPinky,L_CurlThumb
0.06418127,0.6190556,0.7944052,0.6371825,-0.6126558,-0.1701854,-0.165525,0.753851,5.960464E-08,0.1136875,0.1884285,0.05803024,0.1728087,0,0,0,0,0,0,0,0,0,0,0,0
0.07915866,0.6192217,0.7944323,0.6369944,-0.6124619,-0.1697774,-0.1658041,0.7540392,5.960464E-08,0.1137069,0.1884285,0.05803024,0.1760288,0,0,0,0,0,0,0,0,0,0,0,0
0.09527606,0.6192644,0.794418,0.6370734,-0.612142,-0.1694342,-0.1657953,0.754378,5.960464E-08,0.1137138,0.1884285,0.05803024,0.1793161,0,0,0,0,0,0,0,0,0,0,0,0
0.1114465,0.619323,0.794393,0.6371586,-0.6118002,-0.169036,-0.165664,0.7547733,5.960464E-08,0.1137237,0.1884285,0.05803024,0.1840391,0,0,0,0,0,0,0,0,0,0,0,0
0.1283726,0.6194238,0.7943642,0.6373718,-0.6116281,-0.168574,-0.1660637,0.7549284,5.960464E-08,0.1137273,0.1884285,0.05803024,0.1857153,0,0,0,0,0,0,0,0,0,0,0,0
0.1437799,0.6195093,0.7943301,0.6375393,-0.611585,-0.16836,-0.1663877,0.7549396,5.960464E-08,0.1137323,0.1884285,0.05803024,0.1881266,0,0,0,0,0,0,0,0,0,0,0,0
0.1591374,0.6195535,0.7943558,0.637633,-0.6116232,-0.1679539,-0.1664662,0.7549818,5.960464E-08,0.1137342,0.1884285,0.05803024,0.1889832,0,0,0,0,0,0,0,0,0,0,0,0
0.1780624,0.6196236,0.7943515,0.6375873,-0.6117056,-0.1676143,-0.1665111,0.7549806,5.960464E-08,0.1137368,0.1884285,0.05803024,0.190216,0,0,0,0,0,0,0,0,0,0,0,0
0.1952264,0.6197151,0.794382,0.6374965,-0.6118382,-0.1673369,-0.1667305,0.7548863,5.960464E-08,0.1137385,0.1884285,0.0662013,0.1953047,0,0,0,0,0,0,0,0,0,0,0,0
0.2091438,0.6197711,0.7944251,0.6375309,-0.6120229,-0.1670072,-0.1668073,0.7547926,5.960464E-08,0.1137391,0.1884285,0.06909512,0.197111,0,0,0,0,0,0,0,0,0,0,0,0
0.2239399,0.6198226,0.7945116,0.6373391,-0.6122407,-0.1667954,-0.1667842,0.7546679,5.960464E-08,0.11374,0.1884285,0.07325192,0.1997093,0,0,0,0,0,0,0,0,0,0,0,0
0.2395658,0.6198499,0.7945231,0.6373063,-0.6123683,-0.1668006,-0.1669149,0.7545343,5.960464E-08,0.1137402,0.1884285,0.07472694,0.2006325,0,0,0,0,0,0,0,0,0,0,0,0
0.255583,0.6198747,0.7945025,0.6372661,-0.6124917,-0.1668313,-0.1670289,0.7544022,5.960464E-08,0.1137406,0.1884285,0.07684845,0.201961,0,0,0,0,0,0,0,0,0,0,0,0
0.2750151,0.6198981,0.794539,0.6371919,-0.6124958,-0.1668358,-0.1669572,0.7544137,5.960464E-08,0.1137409,0.1884285,0.07820462,0.2075628,0,0,0,0,0,0,0,0,0,0,0,0
0.2887508,0.6199098,0.7944979,0.637187,-0.6124458,-0.1668406,-0.1669159,0.7544624,5.960464E-08,0.113741,0.1884285,0.07868651,0.211659,0,0,0,0,0,0,0,0,0,0,0,0
0.3017704,0.6198125,0.7944478,0.6372043,-0.6123211,-0.1669499,-0.1668439,0.7545553,5.960464E-08,0.1137411,0.1884285,0.0790719,0.2149315,0,0,0,0,0,0,0,0,0,0,0,0
0.3154737,0.6197274,0.7944349,0.6371877,-0.6122868,-0.167098,-0.166613,0.7546014,5.960464E-08,0.1137411,0.1884285,0.0793801,0.2175645,0,0,0,0,0,0,0,0,0,0,0,0
0.3274809,0.6196976,0.7945386,0.637165,-0.6123837,-0.1673039,-0.1665581,0.7544892,5.960464E-08,0.1137412,0.1884285,0.07962669,0.2196908,0,0,0,0,0,0,0,0,0,0,0,0
0.3389667,0.6197129,0.7946043,0.6370904,-0.6126115,-0.1675655,-0.1665493,0.7542481,5.960464E-08,0.1137413,0.1884285,0.07998163,0.2227488,0,0,0,0,0,0,0,0,0,0,0,0
0.3527572,0.6197542,0.7946696,0.6370124,-0.6129662,-0.1677034,-0.1664436,0.7539526,5.960464E-08,0.1137413,0.1884285,0.08010779,0.2238349,0,0,0,0,0,0,0,0,0,0,0,0
0.3692396,0.619836,0.7946401,0.6369671,-0.6132657,-0.1678146,-0.1664929,0.7536734,5.960464E-08,0.1137413,0.1884285,0.08020874,0.2247036,0,0,0,0,0,0,0,0,0,0,0,0
0.3856395,0.6198922,0.7945988,0.6369394,-0.6134592,-0.1678168,-0.1665049,0.7535127,5.960464E-08,0.1137413,0.1884285,0.08035404,0.2259538,0,0,0,0,0,0,0,0,0,0,0,0
0.399058,0.6199498,0.7945116,0.6370073,-0.6135095,-0.1675687,-0.1662986,0.7535726,5.960464E-08,0.1137413,0.1884285,0.08040576,0.2263981,0,0,0,0,0,0,0,0,0,0,0,0
0.4149028,0.6200128,0.7944311,0.6371229,-0.6133315,-0.1672209,-0.1662343,0.7538089,5.960464E-08,0.1137414,0.1884285,0.08048015,0.2270378,0,0,0,0,0,0,0,0,0,0,0,0
0.4286119,0.6200478,0.7943313,0.6370285,-0.6130285,-0.1668181,-0.1662245,0.7541468,5.960464E-08,0.1137414,0.1884285,0.08050664,0.2272653,0,0,0,0,0,0,0,0,0,0,0,0
0.4475,0.6200234,0.794245,0.6371819,-0.6125817,-0.1665206,-0.1661894,0.7545831,5.960464E-08,0.1137414,0.1884285,0.08054475,0.2275927,0,0,0,0,0,0,0,0,0,0,0,0
0.4636037,0.6198577,0.794317,0.6372718,-0.6117591,-0.1663758,-0.1661762,0.7552849,5.960464E-08,0.1137414,0.1884285,0.08056919,0.2278022,0,0,0,0,0,0,0,0,0,0,0,0
0.4791497,0.6196527,0.7943085,0.6373432,-0.6112852,-0.1665742,-0.1662149,0.7556163,5.960464E-08,0.1137414,0.1884285,0.08057783,0.2278767,0,0,0,0,0,0,0,0,0,0,0,0
0.5024676,0.6193748,0.794332,0.6373814,-0.6108919,-0.1671168,-0.1661228,0.7558348,5.960464E-08,0.1137414,0.1884285,0.08059018,0.227984,0,0,0,0,0,0,0,0,0,0,0,0
0.5237997,0.6189373,0.7944371,0.6370052,-0.6109364,-0.1687836,-0.165464,0.755573,5.960464E-08,0.1137414,0.1884285,0.08059825,0.2280526,0,0,0,0,0,0,0,0,0,0,0,0
0.5404596,0.6183449,0.7945087,0.6365343,-0.6114907,-0.170644,-0.1650418,0.7547987,5.960464E-08,0.1137414,0.1884285,0.08060342,0.2280966,0,0,0,0,0,0,0,0,0,0,0,0
0.5566423,0.6178094,0.794661,0.6362476,-0.6124572,-0.1725212,-0.1646186,0.7536799,5.960464E-08,0.1137414,0.1884285,0.08060514,0.2281123,0,0,0,0,0,0,0,0,0,0,0,0
0.5660415,0.6175306,0.7948461,0.6357924,-0.6133016,-0.1738054,-0.16454,0.7527146,5.960464E-08,0.1137414,0.1884285,0.0806066,0.2281248,0,0,0,0,0,0,0,0,0,0,0,0
0.5790962,0.6174955,0.7949528,0.635521,-0.6142801,-0.1750481,-0.1649581,0.7515364,5.960464E-08,0.1137414,0.1884285,0.08060778,0.2281347,0,0,0,0,0,0,0,0,0,0,0,0
0.5984175,0.6173226,0.7949952,0.6353171,-0.6151815,-0.1759798,-0.1650017,0.7505714,5.960464E-08,0.1137414,0.1884285,0.08060946,0.2281491,0,0,0,0,0,0,0,0,0,0,0,0
0.6147641,0.6173233,0.7950711,0.6351624,-0.6160168,-0.1764577,-0.1647007,0.7498398,5.960464E-08,0.1137414,0.1884285,0.08061053,0.2281584,0,0,0,0,0,0,0,0,0,0,0,0
0.6350813,0.6174117,0.7950841,0.6350586,-0.6169546,-0.1766734,-0.1643868,0.7490864,5.960464E-08,0.1137414,0.1884285,0.08061092,0.2281615,0,0,0,0,0,0,0,0,0,0,0,0
0.6559219,0.6176032,0.7950311,0.6352181,-0.6175891,-0.1763553,-0.1643145,0.7486544,5.960464E-08,0.1137414,0.1884285,0.08061171,0.2281681,0,0,0,0,0,0,0,0,0,0,0,0
0.6662884,0.6179809,0.7950839,0.6352962,-0.6180351,-0.1754421,-0.1645496,0.7484491,5.960464E-08,0.1137414,0.1884285,0.08061181,0.2281693,0,0,0,0,0,0,0,0,0,0,0,0
0.6769342,0.6185086,0.7951066,0.6354582,-0.6181852,-0.1745052,-0.1648032,0.7484884,5.960464E-08,0.1137414,0.1884285,0.080612,0.2233771,0,0,0,0,0,0,0,0,0,0,0,0
0.6900109,0.6188784,0.7951164,0.6357555,-0.618265,-0.1732173,-0.1651126,0.7486535,5.960464E-08,0.1137414,0.1884285,0.0806121,0.219536,0,0,0,0,0,0,0,0,0,0,0,0
0.7044775,0.6192809,0.7950923,0.635892,-0.6182507,-0.1717066,-0.1652036,0.7489931,5.960464E-08,0.1137414,0.1884285,0.08061206,0.2164589,0,0,0,0,0,0,0,0,0,0,0,0
0.7194091,0.6196912,0.7950276,0.6361804,-0.6181082,-0.1700299,-0.1651832,0.7494976,5.960464E-08,0.1137414,0.1884285,0.07252368,0.2120956,0,0,0,0,0,0,0,0,0,0,0,0
0.732267,0.6201886,0.7949109,0.636584,-0.617901,-0.1684566,-0.1655071,0.7499521,5.960464E-08,0.1137414,0.1884285,0.06963685,0.2105425,0,0,0,0,0,0,0,0,0,0,0,0
0.7463392,0.620628,0.7948483,0.636738,-0.6176336,-0.166916,-0.1658163,0.7504483,5.960464E-08,0.1137414,0.1884285,0.06732322,0.2092996,0,0,0,0,0,0,0,0,0,0,0,0
0.7615972,0.6209098,0.7947832,0.6369048,-0.6172144,-0.1650843,-0.165896,0.7511804,5.960464E-08,0.1137414,0.1884285,0.06398495,0.2075084,0,0,0,0,0,0,0,0,0,0,0,0
0.776158,0.6212072,0.7946942,0.637194,-0.6168303,-0.1636401,-0.1658325,0.7518257,5.960464E-08,0.1137414,0.1884285,0.06279602,0.2068713,0,0,0,0,0,0,0,0,0,0,0,0
0.789428,0.6214064,0.794667,0.637427,-0.6163089,-0.1620413,-0.1659555,0.7525721,5.960464E-08,0.1137414,0.1884285,0.06184414,0.2063615,0,0,0,0,0,0,0,0,0,0,0,0
0.8154823,0.6215806,0.794655,0.6374169,-0.6154189,-0.1602253,-0.1662699,0.7536191,5.960464E-08,0.1137414,0.1884285,0.06814391,0.2169413,0,0,0,0,0,0,0,0,0,0,0,0
0.8373921,0.6217053,0.7945794,0.6375692,-0.6152425,-0.1598661,-0.1663302,0.753826,5.960464E-08,0.1137414,0.1884285,0.07264492,0.220992,0,0,0,0,0,0,0,0,0,0,0,0
