Time,R_PositionX,R_PositionY,R_PositionZ,R_RotationX,R_RotationY,R_RotationZ,R_RotationW,R_CurlIndex,R_CurlMiddle,R_CurlRing,R_CurlPinky,R_CurlThumb,L_PositionX,L_PositionY,L_PositionZ,L_RotationX,L_RotationY,L_RotationZ,L_RotationW,L_CurlIndex,L_CurlMiddle,L_CurlRing,L_CurlPinky,L_CurlThumb,Mudra,Source
19.07658,0.1598461,0.8866271,0.2972779,-0.6671056,0.09150723,0.109362,0.7311885,5.960464e-08,0.0,0.0,0.0,0.0008265817,-0.0698845,0.8683872,0.3493912,-0.6713533,0.04156095,-0.08543649,0.7350224,0.0,0.0,0.0,0.0,0.07840755,Bhumisparsa,two_hand
19.13316,0.1565386,0.8840848,0.3018758,-0.6677859,0.1066385,0.0716778,0.7331797,5.960464e-08,0.0,0.0,0.0,0.0002965491,-0.07225617,0.8710565,0.3414942,-0.6733164,0.04638768,-0.05054478,0.7361647,0.0,0.0,0.0,0.0,0.1077533,Bhumisparsa,two_hand
19.27446,0.1549175,0.8868695,0.302928,-0.6714991,0.1056644,0.06715226,0.7303524,5.960464e-08,0.0,0.0,0.0,0.00916115,-0.07408639,0.8750602,0.3373122,-0.6690106,0.03234242,-0.04413614,0.741236,0.0,0.0,0.0,0.0,0.1170609,Bhumisparsa,two_hand
19.34311,0.1482772,0.8902431,0.3015583,-0.6806234,0.1029191,0.08290237,0.7206155,5.960464e-08,0.0,0.0,0.0,0.02347236,-0.07071266,0.8780081,0.3303006,-0.6737786,0.03256979,-0.0440069,0.7369023,0.0,0.0,0.0,0.0,0.1203044,Bhumisparsa,two_hand
19.40933,0.1476403,0.8907432,0.3008137,-0.6853163,0.09954853,0.09867232,0.7146296,5.960464e-08,0.0,0.0,0.0,0.0261435,-0.069267,0.8773877,0.3310129,-0.6823451,0.04648738,-0.04686588,0.7280437,0.0,0.0,0.0,0.0,0.1045973,Bhumisparsa,two_hand
19.54162,0.1481267,0.8912675,0.2989264,-0.6848027,0.1033419,0.1129278,0.7124696,5.960464e-08,0.0,0.0,0.0,0.0252665,-0.07028776,0.8768596,0.3339454,-0.6789652,0.04148384,-0.04594512,0.7315561,0.0,0.0,0.0,0.0,0.1018939,Bhumisparsa,two_hand
19.60477,0.147196,0.8903908,0.2990535,-0.6835431,0.1031538,0.1266921,0.7113911,5.960464e-08,0.0,0.0,0.0,0.02519801,-0.06944045,0.8754736,0.3334285,-0.6825828,0.04327645,-0.05586943,0.7273834,0.0,0.0,0.0,0.0,0.0976467,Bhumisparsa,two_hand
19.63225,0.1464372,0.8903242,0.2974425,-0.6825861,0.09740988,0.143587,0.7099087,5.960464e-08,0.0,0.0,0.0,0.03372793,-0.06920888,0.8748536,0.3346086,-0.6864097,0.04909837,-0.06564706,0.7225798,0.0,0.0,0.0,0.0,0.09733809,Bhumisparsa,two_hand
19.65143,0.144234,0.8894336,0.2968563,-0.6823584,0.0925972,0.1513554,0.7091574,5.960464e-08,0.0,0.0,0.0,0.02956475,-0.06700925,0.8733481,0.3341333,-0.6901296,0.05318017,-0.0756276,0.7177559,0.0,0.0,0.0,0.0,0.09465935,Bhumisparsa,two_hand
19.67398,0.1403171,0.8882331,0.2972602,-0.6833699,0.08609294,0.1719376,0.7042947,5.960464e-08,0.0,0.0,0.0,0.02798934,-0.063932,0.8718994,0.3325213,-0.6980213,0.06017852,-0.09194596,0.707595,0.0,0.0,0.0,0.0,0.09107908,Bhumisparsa,two_hand
19.70109,0.1366983,0.8860978,0.2977723,-0.6854142,0.0750682,0.1997068,0.6961963,5.960464e-08,0.0,0.0,0.0,0.02698007,-0.06073338,0.8696911,0.3317817,-0.7071915,0.0737424,-0.1116143,0.6942511,0.0,0.0,0.0,0.0,0.08878314,Bhumisparsa,two_hand
19.73001,0.131236,0.8824742,0.2982351,-0.6877342,0.05708816,0.2384591,0.6833007,5.960464e-08,0.0,0.0,0.0,0.02610393,-0.05544342,0.8646918,0.3314455,-0.7184371,0.09307615,-0.1451304,0.6738859,0.0,0.0,0.0,0.0,0.08678834,Bhumisparsa,two_hand
19.75757,0.1257517,0.8752357,0.3000177,-0.6891731,0.02680496,0.2940869,0.661691,5.960464e-08,0.0,0.0,0.0,0.01664167,-0.05036318,0.8587082,0.3313447,-0.7316606,0.1175307,-0.1938895,0.6428578,0.0,0.0,0.0,0.0,0.08106834,Bhumisparsa,two_hand
19.78676,0.1217324,0.869494,0.2996566,-0.6862807,-0.006546359,0.3511718,0.63691,5.960464e-08,0.0,0.0,0.0,0.01067286,-0.04660328,0.8541768,0.3282993,-0.7441207,0.1421369,-0.244724,0.6051378,0.0,0.0,0.0,0.0,0.06672551,Bhumisparsa,two_hand
19.81565,0.1210135,0.8640924,0.2985066,-0.6812995,-0.04347964,0.4043049,0.6086692,5.960464e-08,0.0,0.0,0.0,0.005473779,-0.04412567,0.8489514,0.3263094,-0.7555153,0.1689484,-0.2922599,0.5614601,0.0,0.0,0.0,0.0,0.03733161,Bhumisparsa,two_hand
20.14898,0.1178603,0.8547457,0.3102677,-0.61266,-0.2351255,0.6564423,0.372085,5.960464e-08,0.0,0.0,0.0,0.0,-0.04134275,0.827768,0.3286525,-0.7548496,0.2957757,-0.5129294,0.2821743,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.48232,0.1220539,0.8485656,0.3080401,-0.5990649,-0.3185303,0.6732448,0.2939406,5.960464e-08,0.0,0.0,0.0,0.0,-0.04995216,0.82817,0.3280707,-0.7481096,0.3389752,-0.5433917,0.1736472,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.54744,0.1214926,0.8480026,0.307689,-0.5982525,-0.3244841,0.6735327,0.2883709,5.960464e-08,0.0,0.0,0.0,0.0,-0.04918281,0.8285369,0.3272376,-0.7478154,0.3402367,-0.5427363,0.1744952,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.58073,0.1201756,0.8482991,0.3073944,-0.5996483,-0.3253718,0.672607,0.286627,5.960464e-08,0.0,0.0,0.0,0.0,-0.04854816,0.8277299,0.3266567,-0.7485029,0.3401688,-0.5417442,0.1747623,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.61658,0.1197043,0.847275,0.307845,-0.5994667,-0.3278249,0.6727162,0.2839428,5.960464e-08,0.0,0.0,0.0,0.0,-0.04770176,0.8272235,0.3256527,-0.7483101,0.34196,-0.5414726,0.1729241,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.65294,0.1192968,0.8480834,0.3076839,-0.5989925,-0.3309115,0.6718393,0.2834389,5.960464e-08,0.0,0.0,0.0,0.0,-0.04668764,0.8280166,0.3248306,-0.7496037,0.3428944,-0.5382931,0.17538,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.68805,0.1191004,0.8490865,0.3083429,-0.5996779,-0.3302495,0.6722794,0.2817128,5.960464e-08,0.0,0.0,0.0,0.0,-0.04606674,0.8273044,0.3250135,-0.7501382,0.343565,-0.5378645,0.1730823,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.71601,0.118864,0.850016,0.3077313,-0.6001496,-0.3297039,0.6720215,0.2819626,5.960464e-08,0.0,0.0,0.0,0.0,-0.04570818,0.8273425,0.3246976,-0.7502717,0.3448794,-0.5372835,0.1716883,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.7531,0.1189048,0.8507301,0.3073362,-0.6005361,-0.3288634,0.6719859,0.282206,5.960464e-08,0.0,0.0,0.0,0.0,-0.04521113,0.827969,0.3245538,-0.7512204,0.3445825,-0.5357952,0.172784,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.79325,0.118701,0.8509636,0.3065822,-0.6010754,-0.3274332,0.6721321,0.2823727,5.960464e-08,0.0,0.0,0.0,0.0,-0.04514547,0.8277168,0.3248684,-0.7513502,0.3450122,-0.5353292,0.1728066,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.82965,0.1183541,0.8511953,0.306019,-0.6020954,-0.325524,0.6715339,0.2838264,5.960464e-08,0.0,0.0,0.0,0.0,-0.04515343,0.8283076,0.3248642,-0.7517424,0.3451743,-0.5347199,0.1726642,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.86202,0.1184514,0.8504651,0.3059104,-0.6028495,-0.323499,0.6714213,0.2848059,5.960464e-08,0.0,0.0,0.0,0.0,-0.04515766,0.8286662,0.3252701,-0.7524012,0.3445479,-0.5338101,0.1738558,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.89304,0.118346,0.849852,0.305534,-0.6028181,-0.3232526,0.6711601,0.2857659,5.960464e-08,0.0,0.0,0.0,0.0,-0.04509616,0.8287622,0.3255827,-0.7524495,0.344295,-0.5342618,0.1727571,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.92577,0.1181319,0.8495861,0.3048765,-0.6032947,-0.322161,0.6704568,0.2876379,5.960464e-08,0.0,0.0,0.0,0.0,-0.04488196,0.829411,0.3252689,-0.7529742,0.3437067,-0.5333923,0.1743223,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
20.95929,0.1180675,0.8489069,0.3050806,-0.6037356,-0.321128,0.6700394,0.2888381,5.960464e-08,0.0,0.0,0.0,0.0,-0.04489567,0.8290286,0.325522,-0.753511,0.3427405,-0.5329804,0.1751629,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.00187,0.1180522,0.8485779,0.3047258,-0.6038048,-0.3210872,0.6695186,0.2899442,5.960464e-08,0.0,0.0,0.0,0.0,-0.04491919,0.8291798,0.3254083,-0.7534992,0.3430594,-0.5326906,0.175471,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.04385,0.1180337,0.8485575,0.3049136,-0.6039085,-0.3206824,0.669163,0.2909951,5.960464e-08,0.0,0.0,0.0,0.0,-0.04467825,0.8295131,0.3254019,-0.7540671,0.3422447,-0.5316197,0.1778534,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.07094,0.1179012,0.8489641,0.3048126,-0.6045579,-0.3195561,0.668433,0.2925594,5.960464e-08,0.0,0.0,0.0,0.0,-0.04496262,0.8293619,0.325261,-0.7543994,0.3421867,-0.5307273,0.1792158,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.11315,0.1179245,0.8495181,0.3046498,-0.6051012,-0.3187265,0.668047,0.2932222,5.960464e-08,0.0,0.0,0.0,0.0,-0.04487571,0.8300381,0.3257015,-0.7549713,0.3411233,-0.5296683,0.181947,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.15208,0.1175723,0.8506477,0.3044537,-0.6066623,-0.316119,0.6667398,0.2957832,5.960464e-08,0.0,0.0,0.0,0.0,-0.04522398,0.8309864,0.3256539,-0.7561681,0.3394094,-0.5271676,0.1873649,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.18814,0.1172886,0.8538906,0.3040699,-0.6125937,-0.3070418,0.6598823,0.3082365,5.960464e-08,0.0,0.0,0.0,0.0,-0.04536707,0.8352151,0.3243529,-0.7605774,0.3353649,-0.5146376,0.2102394,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.21297,0.1168078,0.858548,0.3035606,-0.6213689,-0.2936411,0.6483985,0.3274982,5.960464e-08,0.0,0.0,0.0,0.0,-0.04606656,0.8420321,0.3246408,-0.7665344,0.326222,-0.4948696,0.2472009,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.26353,0.1173087,0.8625516,0.3044859,-0.6311902,-0.276976,0.6339273,0.350741,5.960464e-08,0.0,0.0,0.0,0.0,-0.04723553,0.8470008,0.328599,-0.770044,0.3143991,-0.4725197,0.2913943,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.30582,0.1183055,0.8655538,0.3071223,-0.6470952,-0.2418149,0.6042672,0.3970574,5.960464e-08,0.0,0.0,0.0,0.0,-0.04871409,0.8524816,0.3342207,-0.7716929,0.2881659,-0.4309958,0.3683658,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.33598,0.119049,0.8707142,0.3085684,-0.6626855,-0.2024522,0.5641586,0.4489834,5.960464e-08,0.0,0.0,0.0,0.0,-0.0503494,0.8593022,0.3395647,-0.7706866,0.2543458,-0.3764687,0.4467903,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.37285,0.1195708,0.8759299,0.3083826,-0.6716732,-0.1783189,0.536123,0.4791968,5.960464e-08,0.0,0.0,0.0,0.0,-0.05196559,0.863977,0.3429213,-0.7688155,0.2325906,-0.3429213,0.4870621,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.41618,0.1197383,0.8763515,0.3087879,-0.6798503,-0.151083,0.5098125,0.5050434,5.960464e-08,0.0,0.0,0.0,0.0,-0.05343658,0.865983,0.3432541,-0.7628788,0.2073443,-0.302694,0.5323538,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.44114,0.1195953,0.8803495,0.3076162,-0.6864035,-0.1266128,0.4785476,0.5327399,5.960464e-08,0.0,0.0,0.0,0.0,-0.0561998,0.8700135,0.3464181,-0.7533947,0.1804994,-0.2533494,0.5793364,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.46609,0.1188306,0.8838107,0.3066378,-0.6918665,-0.1085719,0.4547617,0.5502042,5.960464e-08,0.0,0.0,0.0,0.0,-0.058511,0.8731902,0.3493195,-0.7444372,0.1560556,-0.2152363,0.6124812,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.54209,0.1181875,0.8862599,0.3070477,-0.7031485,-0.0623252,0.3881058,0.592513,5.960464e-08,0.0,0.0,0.0,0.0,-0.06369399,0.8743519,0.3521104,-0.712431,0.0951677,-0.1169334,0.6853552,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.57535,0.1175653,0.8877125,0.306678,-0.706215,-0.04729439,0.3678508,0.6030833,5.960464e-08,0.0,0.0,0.0,0.0,-0.06562233,0.874734,0.3533026,-0.7022863,0.0740746,-0.09427927,0.7017252,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.60696,0.1180396,0.8944567,0.3054024,-0.7093566,-0.02633978,0.331416,0.6215166,5.960464e-08,0.0,0.0,0.0,0.0,-0.07112366,0.8764715,0.3561927,-0.6884264,0.05069396,-0.0633342,0.7207551,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.66517,0.1211336,0.8966877,0.3080828,-0.7090001,0.03161797,0.2502718,0.6585463,5.960464e-08,0.0,0.0,0.0,0.0,-0.07607932,0.8766757,0.3580903,-0.6481766,0.01059079,0.01961908,0.7611636,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.69046,0.1227628,0.8987595,0.3083362,-0.7076092,0.04939659,0.226915,0.6673521,5.960464e-08,0.0,0.0,0.0,0.0,-0.07939774,0.8766856,0.359124,-0.6348756,-0.001969271,0.04245235,0.7714447,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.7226,0.1272901,0.9022527,0.3087145,-0.7058263,0.07125811,0.1938662,0.6776041,5.960464e-08,0.0,0.0,0.0,0.0,-0.08384456,0.8762137,0.3613957,-0.6194009,-0.01580327,0.06865779,0.7819073,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.74696,0.1316457,0.9038938,0.3088712,-0.7017164,0.09611809,0.1554963,0.6886046,5.960464e-08,0.0,0.0,0.0,0.0,-0.08599322,0.8758923,0.3623901,-0.6036631,-0.02755384,0.09746456,0.7907796,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.83309,0.1425735,0.9026372,0.3111373,-0.6755276,0.1788832,0.03314279,0.7145382,5.960464e-08,0.0,0.0,0.0,0.0,-0.0913762,0.8753482,0.3640426,-0.556079,-0.0518265,0.1906071,0.8073159,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.88161,0.1514242,0.899673,0.3161346,-0.6463785,0.2370808,-0.04500216,0.7238524,5.960464e-08,0.0,0.0,0.0,0.0,-0.09580278,0.8748946,0.3654382,-0.5256185,-0.07597914,0.2347177,0.8141621,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.92207,0.163719,0.8933769,0.3229666,-0.6072694,0.2976398,-0.1014548,0.7296173,5.960464e-08,0.0,0.0,0.0,0.0,-0.1046392,0.8733256,0.367479,-0.5000061,-0.1005656,0.2713082,0.816255,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
21.96155,0.1685556,0.8886961,0.323964,-0.5863323,0.3172378,-0.1597736,0.7280433,5.960464e-08,0.0,0.0,0.0,0.0,-0.1107489,0.8719669,0.3684643,-0.4775971,-0.1176994,0.3104703,0.8134225,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.02258,0.17005,0.8881484,0.3226925,-0.5632737,0.3380203,-0.2217122,0.7206308,5.960464e-08,0.0,0.0,0.0,0.0,-0.1142253,0.8709923,0.3692479,-0.4453409,-0.1507198,0.351994,0.8093548,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.05225,0.1723992,0.8875561,0.3223848,-0.554783,0.3457829,-0.2410313,0.7173241,5.960464e-08,0.0,0.0,0.0,0.0,-0.1172113,0.8706159,0.3693325,-0.435443,-0.1608303,0.3653642,0.8068656,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.08039,0.1744671,0.8879117,0.3201363,-0.5485725,0.3520435,-0.2602806,0.7123115,5.960464e-08,0.0,0.0,0.0,0.0,-0.1196446,0.8712171,0.3682519,-0.4286008,-0.1688764,0.3774125,0.8033318,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.10512,0.1737833,0.8889932,0.3194539,-0.5472794,0.3537689,-0.2744065,0.7071307,5.960464e-08,0.0,0.0,0.0,0.0,-0.1185574,0.8714701,0.3681735,-0.42496,-0.1739361,0.3877071,0.7992737,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.14198,0.172715,0.8915374,0.3171886,-0.5488018,0.3528884,-0.277556,0.7051589,5.960464e-08,0.0,0.0,0.0,0.0,-0.1179819,0.8720497,0.3674621,-0.4235632,-0.1765569,0.392705,0.7969972,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.17223,0.1722454,0.8919376,0.3174796,-0.5500566,0.351423,-0.2806459,0.7036884,5.960464e-08,0.0,0.0,0.0,0.0,-0.117235,0.8724916,0.3667231,-0.422675,-0.1784002,0.397633,0.7946113,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.20086,0.1712145,0.8930811,0.3168675,-0.5497925,0.3484523,-0.2848807,0.7036705,5.960464e-08,0.0,0.0,0.0,0.0,-0.1166385,0.8729798,0.3664695,-0.4225476,-0.1786251,0.4034495,0.7916913,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.22979,0.1692367,0.8956524,0.3144588,-0.5522684,0.3450403,-0.2797779,0.7054582,5.960464e-08,0.0,0.0,0.0,0.0,-0.1156766,0.8736098,0.366442,-0.4236038,-0.1786755,0.4047444,0.7904536,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.30571,0.1700943,0.8963057,0.3121167,-0.5578035,0.3362505,-0.2804902,0.7050647,5.960464e-08,0.0,0.0,0.0,0.0,-0.1148554,0.8744869,0.3671311,-0.4283816,-0.1770813,0.3979762,0.7916731,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.36008,0.1693711,0.8975911,0.3104135,-0.5611984,0.3319958,-0.2728545,0.7073794,5.960464e-08,0.0,0.0,0.0,0.0,-0.1147511,0.8746867,0.3670371,-0.4341089,-0.1731783,0.3957035,0.7905552,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.37904,0.1647085,0.9033918,0.3072846,-0.5740645,0.3146215,-0.2433901,0.7156987,5.960464e-08,0.0,0.0,0.0,0.0,-0.1102885,0.881341,0.3647802,-0.4533563,-0.1627796,0.3600312,0.7989671,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.41179,0.1554783,0.9079376,0.3044111,-0.5948559,0.2926174,-0.1992676,0.7216744,5.960464e-08,0.0,0.0,0.0,0.0,-0.1052774,0.8885563,0.3596175,-0.4845991,-0.1507393,0.3191624,0.8003604,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.47303,0.1456552,0.9048725,0.3076119,-0.6462404,0.2064384,-0.07733041,0.7306001,5.960464e-08,0.0,0.0,0.0,0.0,-0.1002552,0.8921479,0.3571018,-0.550709,-0.1022895,0.2512157,0.7893967,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.50518,0.1398573,0.9031192,0.3077997,-0.6683714,0.1688157,-0.005939727,0.7243932,5.960464e-08,0.0,0.0,0.0,0.0,-0.09631671,0.8951456,0.3543463,-0.5836722,-0.0831582,0.2020033,0.7820525,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.54013,0.1329284,0.9016584,0.3074363,-0.6805706,0.1322396,0.05004324,0.7189103,5.960464e-08,0.0,0.0,0.0,0.0,-0.09280162,0.8999279,0.3507188,-0.6104046,-0.06983958,0.1648867,0.7715835,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.57947,0.1328564,0.9027882,0.3057464,-0.6869853,0.104437,0.1017327,0.711895,5.960464e-08,0.0,0.0,0.0,0.0,-0.09032035,0.9012318,0.348745,-0.6309179,-0.05126804,0.135616,0.7621827,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.61606,0.1323418,0.902912,0.3054475,-0.6927393,0.09298769,0.1452287,0.7002672,5.960464e-08,0.0,0.0,0.0,0.0,-0.08829927,0.9015685,0.3449911,-0.6495473,-0.03951856,0.1103592,0.7512307,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.64303,0.1359081,0.904649,0.3043354,-0.6938921,0.0902322,0.1614287,0.6959258,5.960464e-08,0.0,0.0,0.0,0.0,-0.08706419,0.9001834,0.3456131,-0.6550215,-0.02941983,0.1030854,0.747967,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.67439,0.1377274,0.9056969,0.3035146,-0.6926883,0.0915865,0.1591038,0.6974818,5.960464e-08,0.0,0.0,0.0,0.0,-0.08475312,0.899272,0.3451555,-0.6538004,-0.02396405,0.1000134,0.7496454,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.7122,0.1385571,0.9062514,0.3022155,-0.690846,0.09537386,0.1517437,0.7004353,5.960464e-08,0.0,0.0,0.0,0.0,-0.0858897,0.8971624,0.344074,-0.6508747,-0.01947634,0.1072749,0.7513154,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.74604,0.1399508,0.9061567,0.3007962,-0.6892118,0.1014726,0.1417307,0.7032801,5.960464e-08,0.0,0.0,0.0,0.0,-0.08348205,0.894747,0.3426531,-0.6479608,-0.01504142,0.1089033,0.753698,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.78092,0.1392397,0.9054852,0.3002105,-0.6879577,0.1050065,0.1430865,0.7037145,5.960464e-08,0.0,0.0,0.0,0.0,-0.08082419,0.8924703,0.3399999,-0.6510178,-0.01267814,0.1007062,0.7522455,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.81666,0.1377039,0.9042442,0.2984438,-0.6889446,0.101884,0.1519749,0.7013406,5.960464e-08,0.0,0.0,0.0,0.0,-0.08045111,0.8910988,0.3391057,-0.65318,-0.00645993,0.09883246,0.7506973,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.851,0.138694,0.905045,0.2965958,-0.6898594,0.09763157,0.1536894,0.7006722,5.960464e-08,0.0,0.0,0.0,0.0,-0.07990618,0.8903375,0.3390992,-0.6521419,-0.002060784,0.09975117,0.7515028,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.88441,0.1395769,0.9055524,0.2960183,-0.6893739,0.1001205,0.1530761,0.7009331,5.960464e-08,0.0,0.0,0.0,0.0,-0.07945278,0.8897645,0.3388812,-0.6527249,-0.001742444,0.09840716,0.7511745,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.91032,0.1392369,0.9057266,0.2957563,-0.688563,0.1020954,0.1555008,0.7009115,5.960464e-08,0.0,0.0,0.0,0.0,-0.07950012,0.890335,0.3391063,-0.6526136,-0.000105716,0.09699016,0.7514575,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.94282,0.1367207,0.9050032,0.2949809,-0.6892058,0.0991747,0.1648751,0.6985527,5.960464e-08,0.0,0.0,0.0,0.0,-0.07959741,0.891224,0.3387169,-0.653565,0.0007524919,0.09593484,0.7507654,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
22.97424,0.1359816,0.9054232,0.2937466,-0.6908385,0.09429509,0.1722705,0.6958258,5.960464e-08,0.0,0.0,0.0,0.0,-0.08068795,0.8922041,0.3390951,-0.6535745,0.001118793,0.09785075,0.7505094,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
23.00357,0.1359108,0.9063823,0.2926282,-0.6915587,0.09041881,0.1733643,0.695353,5.960464e-08,0.0,0.0,0.0,0.0,-0.08013552,0.8923846,0.3393973,-0.6548027,0.0003737625,0.09422868,0.7499028,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
23.02832,0.1360077,0.9069482,0.292085,-0.6916947,0.08772701,0.1734529,0.6955404,5.960464e-08,0.0,0.0,0.0,0.0,-0.08033779,0.893122,0.3390211,-0.6568566,0.0002862803,0.08714987,0.7489621,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
23.04813,0.135216,0.9069539,0.2921227,-0.6917617,0.08612206,0.1770676,0.6947631,5.960464e-08,0.0,0.0,0.0,0.0,-0.08102685,0.8941488,0.3381777,-0.6595393,-0.0009376399,0.0830036,0.7470727,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
23.07246,0.132893,0.9059923,0.2909986,-0.6932141,0.0821771,0.1872334,0.6911186,5.960464e-08,0.0,0.0,0.0,0.0,-0.08084085,0.8950269,0.3365647,-0.6632171,-0.000422864,0.07860722,0.7442874,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
23.09964,0.1309116,0.9047279,0.2897696,-0.6953346,0.0739861,0.2001073,0.6862893,5.960464e-08,0.0,0.0,0.0,0.0,-0.08064275,0.8954267,0.3350291,-0.6683853,0.002129244,0.0718433,0.7403345,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
23.12727,0.1290788,0.9029125,0.2884349,-0.6988528,0.06328195,0.2176921,0.6783881,5.960464e-08,0.0,0.0,0.0,0.0,-0.07818693,0.8948575,0.3325698,-0.6794972,0.005807007,0.05044961,0.7319185,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
23.15532,0.1273253,0.9006433,0.2874739,-0.7013272,0.05300525,0.2385714,0.6696375,5.960464e-08,0.0,0.0,0.0,0.0,-0.07214012,0.8926715,0.3290668,-0.6988104,0.01158609,0.006718825,0.7151816,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
23.18193,0.1249853,0.8958806,0.2877647,-0.7034149,0.03969815,0.2736687,0.6547801,5.960464e-08,0.0,0.0,0.0,0.0,-0.06866751,0.8877956,0.3249698,-0.7246455,0.02851717,-0.04700343,0.6869253,0.0,0.0,0.0,0.0,0.0,Bhumisparsa,two_hand
